title,purpose,category,officer_role,officer_name,officer_party
All-Party Parliamentary Kidney Group,To improve understanding in Parliament of kidney disease and transplant medicine and promote improvements in the health and care services that are available to improve the health of people with renal failure.,Subject,Secretary,Rosie Cooper,Labour
All-Party Parliamentary Group on Knife Crime,"To evaluate policies and programmes aimed at reducing knife crime, gain better understanding of its root causes and the wider context of youth violence, and develop recommendations for new measures at both acute and preventative stages with a view to reducing levels of knife crime.",Subject,Chair & Registered Contact,Sarah Jones,Labour
All-Party Parliamentary Group on Knife Crime,"To evaluate policies and programmes aimed at reducing knife crime, gain better understanding of its root causes and the wider context of youth violence, and develop recommendations for new measures at both acute and preventative stages with a view to reducing levels of knife crime.",Subject,Officer,Lord Paddick,Liberal Democrat
All-Party Parliamentary Group on Knife Crime,"To evaluate policies and programmes aimed at reducing knife crime, gain better understanding of its root causes and the wider context of youth violence, and develop recommendations for new measures at both acute and preventative stages with a view to reducing levels of knife crime.",Subject,Officer,Kate Osamor,Labour (Co-op)
All-Party Parliamentary Group on Knife Crime,"To evaluate policies and programmes aimed at reducing knife crime, gain better understanding of its root causes and the wider context of youth violence, and develop recommendations for new measures at both acute and preventative stages with a view to reducing levels of knife crime.",Subject,Officer,Ross Thomson,Conservative
All-Party Parliamentary Group for Kurds in Iran,"To raise the condition of the Kurdish people in Iran.  To raise awareness of solidarity and engagement for building democratic, free relationships by encouraging dialogue and discussions.  To support efforts of developing and consolidating democracy, peaceful co-existence and harmony in the region.  To organise cultural and social events, workshops and seminars to raise awareness of solidarity, development and the needs of the region.",Subject,Chair & Registered Contact,Lloyd Russell-Moyle,Labour (Co-op)
All-Party Parliamentary Group for Kurds in Iran,"To raise the condition of the Kurdish people in Iran.  To raise awareness of solidarity and engagement for building democratic, free relationships by encouraging dialogue and discussions.  To support efforts of developing and consolidating democracy, peaceful co-existence and harmony in the region.  To organise cultural and social events, workshops and seminars to raise awareness of solidarity, development and the needs of the region.",Subject,Co-Chair,Lord Glasman,Labour
All-Party Parliamentary Group for Kurds in Iran,"To raise the condition of the Kurdish people in Iran.  To raise awareness of solidarity and engagement for building democratic, free relationships by encouraging dialogue and discussions.  To support efforts of developing and consolidating democracy, peaceful co-existence and harmony in the region.  To organise cultural and social events, workshops and seminars to raise awareness of solidarity, development and the needs of the region.",Subject,Vice Chair,Henry Smith,Conservative
All-Party Parliamentary Group for Kurds in Iran,"To raise the condition of the Kurdish people in Iran.  To raise awareness of solidarity and engagement for building democratic, free relationships by encouraging dialogue and discussions.  To support efforts of developing and consolidating democracy, peaceful co-existence and harmony in the region.  To organise cultural and social events, workshops and seminars to raise awareness of solidarity, development and the needs of the region.",Subject,Vice Chair,Sandy Martin,Labour
All-Party Parliamentary Group for Kurds in Iran,"To raise the condition of the Kurdish people in Iran.  To raise awareness of solidarity and engagement for building democratic, free relationships by encouraging dialogue and discussions.  To support efforts of developing and consolidating democracy, peaceful co-existence and harmony in the region.  To organise cultural and social events, workshops and seminars to raise awareness of solidarity, development and the needs of the region.",Subject,Vice Chair,Chris Stephens,Scottish National Party
All-Party Parliamentary Group for Kurds in Turkey,"To raise the condition of the Kurdish people in Turkey.  To raise awareness of solidarity and engagement for building democratic, free relationships by encouraging dialogue and discussions.  To support efforts of developing and consolidating democracy, peaceful co-existence and harmony in the region.  To organise cultural and social events, workshops and seminars to raise awareness of solidarity, development and the needs of the region.",Subject,Chair & Registered Contact,Kate Osamor,Labour (Co-op)
All-Party Parliamentary Group for Kurds in Turkey,"To raise the condition of the Kurdish people in Turkey.  To raise awareness of solidarity and engagement for building democratic, free relationships by encouraging dialogue and discussions.  To support efforts of developing and consolidating democracy, peaceful co-existence and harmony in the region.  To organise cultural and social events, workshops and seminars to raise awareness of solidarity, development and the needs of the region.",Subject,Vice Chair,Jack Lopresti,Conservative
